qid,occurrence,label,description,instance_of,uri
Q17620767,2,State Archive,Italian State Archives,,http://wikidata.org/entity/Q17620767
Q1329623,1,cultural center,facility where culture and arts are promoted (wide definition),,http://wikidata.org/entity/Q1329623
Q13358519,2,parish,"district, where a priest preaches and exercises ecclesiastical duties",,http://wikidata.org/entity/Q13358519
Q68295960,3,Swedish government agency,state-controlled organization that act independently to carry out the policies of the Government of Sweden,,http://wikidata.org/entity/Q68295960
Q1180262,2,residenz,building or town where a sovereign ruler resided,,http://wikidata.org/entity/Q1180262
Q1401585,2,medium regional center,concept,Q151885,http://wikidata.org/entity/Q1401585
Q134626,2,district capital,capital of a German rural district,,http://wikidata.org/entity/Q134626
Q116621859,1,Greater district town in Baden-Württemberg,,,http://wikidata.org/entity/Q116621859
Q1060829,4,concert hall,,Q115211517,http://wikidata.org/entity/Q1060829
Q56242275,2,Lutheran church,religious building of the Lutheran church,,http://wikidata.org/entity/Q56242275
Q105378,2,Henry the Lion,"Welf dynasty, Duke of Saxony, as Henry III, and Duke of Bavaria, as Henry XII (1129-1195)",Q5,http://wikidata.org/entity/Q105378
Q19754035,1,Martin Brimmer,American politician and first director of the Boston Museum of Fine Arts (1829–1896),Q5,http://wikidata.org/entity/Q19754035
Q5076048,1,Charles Callahan Perkins,American artist,Q5,http://wikidata.org/entity/Q5076048
Q162157,2,chartered company,company created to colonize and trade,Q10541491,http://wikidata.org/entity/Q162157
Q6881511,2,enterprise,"organizational unit producing goods or services, which benefits from a certain degree of autonomy in decision-making, especially for the allocation of its current resources",Q2135465,http://wikidata.org/entity/Q6881511
Q26236686,2,East India company,company trading between Europe and India,Q1700154,http://wikidata.org/entity/Q26236686
Q891723,2,public company,company that offers its securities for sale to the general public,Q10541491,http://wikidata.org/entity/Q891723
Q2208411,2,heritage library,library that preserves specific elements from a collection permanently,,http://wikidata.org/entity/Q2208411
Q454645,1,Titus Brandsma,"Dutch Carmelite friar, Catholic priest, professor of philosophy and saint (1881–1942)",Q5,http://wikidata.org/entity/Q454645
Q1666019,4,pressure group,"class, group, or organization that wants to influence public policy and state action in its favor",,http://wikidata.org/entity/Q1666019
Q53251146,2,parliamentary archives,political archives,,http://wikidata.org/entity/Q53251146
Q115456878,2,legislative branch agency,public organization type in the U.S.,,http://wikidata.org/entity/Q115456878
Q505976,1,"Christian Albert I, Duke of Schleswig-Holstein-Gottorp",duke of Schleswig-Holstein-Gottorp,Q5,http://wikidata.org/entity/Q505976
Q583157,2,regional council,elected assembly of a French region,,http://wikidata.org/entity/Q583157
Q1007870,1,art gallery,place where art is exhibited and sometimes also sold,,http://wikidata.org/entity/Q1007870
Q223293,1,"Filippo I, Duke of Parma","Monarch of Parma, Piacenza",Q5,http://wikidata.org/entity/Q223293
Q2917176,2,savings bank,type of financial institution in Spain,Q10541491,http://wikidata.org/entity/Q2917176
Q22687,2,bank,financial institution that accepts deposits,,http://wikidata.org/entity/Q22687
Q650241,2,financial institution,institution that provides financial services for its clients or members,Q17197366,http://wikidata.org/entity/Q650241
Q64578911,1,former hospital,"building or architectural structure no longer used as a hospital, currently existing or not",,http://wikidata.org/entity/Q64578911
Q180370,2,hospital,"building for pilgrims, travelers, or the needy; term originally reserved for similar establishments of the Knights Hospitallers",,http://wikidata.org/entity/Q180370
Q1686006,2,summer residence,castle used mainly in Summer,,http://wikidata.org/entity/Q1686006
Q18330146,2,cultural foundation,foundation for the promotion of culture,,http://wikidata.org/entity/Q18330146
Q2586205,2,scientific library,research library,Q25397890,http://wikidata.org/entity/Q2586205
Q180936,1,Saint Gall,Irish disciple and saint,Q5,http://wikidata.org/entity/Q180936
Q34067897,1,Louis Hugot,"French archivist, librarian and historian",Q5,http://wikidata.org/entity/Q34067897
Q17487523,2,conservatories with regional coverage,type of music school in France,,http://wikidata.org/entity/Q17487523
Q3551775,2,university in France,public university in France,Q74817647,http://wikidata.org/entity/Q3551775
Q3487903,1,Society of Bibliophiles,group of book hobbyists,,http://wikidata.org/entity/Q3487903
Q18115193,1,Henri Helbig,Belgian historian and bibliophile (1813-1890),Q5,http://wikidata.org/entity/Q18115193
Q20605499,1,Stanislas Bormans,Belgian archivist and historian,Q5,http://wikidata.org/entity/Q20605499
Q3298839,1,Mathieu Lambert Polain,Belgian writer (1808–1872),Q5,http://wikidata.org/entity/Q3298839
Q130279335,1,Épiphane Martial,belgian lawyer,Q5,http://wikidata.org/entity/Q130279335
Q3548134,1,Ulysse Capitaine,Belgian historian (1828–1871),Q5,http://wikidata.org/entity/Q3548134
Q748019,1,scientific society,society dealing with a special field of science,,http://wikidata.org/entity/Q748019
Q1902446,2,plate glass university,group of universities established or expanded in the United Kingdom during the mid-twentieth century,,http://wikidata.org/entity/Q1902446
Q66763728,1,Hinman B. Hurlbut,American businessman and a founder of the Cleveland Museum of Art,Q5,http://wikidata.org/entity/Q66763728
Q80874005,1,John Huntington,American businessman and philanthropist (1832–1893),Q5,http://wikidata.org/entity/Q80874005
Q66448841,1,Horace Kelley,American industrialist and philanthropist,Q5,http://wikidata.org/entity/Q66448841
Q21794020,1,Jeptha Wade,"American entrepreneur, daguerreotypist and portrait painter (1811-1890)",Q5,http://wikidata.org/entity/Q21794020
Q23954868,1,Jeptha Homer Wade II,"American financier, philanthropist, and art collector (1857–1926)",Q5,http://wikidata.org/entity/Q23954868
Q105338594,2,diocesan library,type of library,Q25397890,http://wikidata.org/entity/Q105338594
Q1700154,2,colonial society,,Q17197366,http://wikidata.org/entity/Q1700154
Q219407,2,Ponzi scheme,fraudulent investment scheme that pays earlier investors with proceeds from later investors,Q130583773,http://wikidata.org/entity/Q219407
Q51056,1,Franz Joseph I of Austria,Emperor of Austria and King of Hungary (1830-1916),Q5,http://wikidata.org/entity/Q51056
Q18674739,2,event venue,"location suitable for hosting events, indoors or outdoors",Q120232154,http://wikidata.org/entity/Q18674739
Q1378975,2,convention center,building designed to hold a convention,,http://wikidata.org/entity/Q1378975
Q52341833,4,state archives,archive of a state,Q636033,http://wikidata.org/entity/Q52341833
Q27032392,2,regional archive,archive with a regional scope,Q636033,http://wikidata.org/entity/Q27032392
Q1802122,2,German state agency,government agency of a German state,,http://wikidata.org/entity/Q1802122
Q71738398,1,Johan Schoonderbeek,Dutch musician,Q5,http://wikidata.org/entity/Q71738398
Q385994,2,special library,specialized library providing resources on a particular topic or discipline,Q25397890,http://wikidata.org/entity/Q385994
Q9134984,2,secularized monastery,,,http://wikidata.org/entity/Q9134984
Q445396,1,print room,"collection of prints, and sometimes drawings, watercolours and photographs",,http://wikidata.org/entity/Q445396
Q44361,1,Ludwig I of Bavaria,King of Bavaria (1786-1868),Q5,http://wikidata.org/entity/Q44361
Q2528876,1,Vittorio Cini,"Italian politician, entrepreneur and art collector (1885-1977)",Q5,http://wikidata.org/entity/Q2528876
Q588140,1,science museum,museum devoted primarily to science,Q63982911,http://wikidata.org/entity/Q588140
Q1970365,1,natural history museum,institution that displays exhibits of natural historical significance,Q63982911,http://wikidata.org/entity/Q1970365
Q474430,1,Pieter Teyler van der Hulst,Dutch Mennonite cloth merchant and art collector (1702-1778),Q5,http://wikidata.org/entity/Q474430
Q310326,1,Hans Sloane,"Irish botanist, doctor, and collector (1660-1753)",Q5,http://wikidata.org/entity/Q310326
Q1664720,2,institute,organizational body created for a certain purpose,Q17197366,http://wikidata.org/entity/Q1664720
Q223393,5,literary genre,category of literary composition,Q19478619,http://wikidata.org/entity/Q223393
Q108329096,1,art genre by arts form,refers to a genre which is exactly the intersection between an art form and a more general art genre,Q19478619,http://wikidata.org/entity/Q108329096
Q627436,3,field of work,particular area of activity in industry and science,Q19478619,http://wikidata.org/entity/Q627436
Q15706467,1,biographical work,genre that dramatizes the life of an actual person or people,Q108466143,http://wikidata.org/entity/Q15706467
Q20540385,1,non-fiction work,piece of literary work that consists in covering a specific subject in a plausible manner,Q110169000,http://wikidata.org/entity/Q20540385
Q1047113,5,field of study,field limited to a specific area of ​​knowledge; specialization in an occupation or branch of learning; a specific use,Q110402867,http://wikidata.org/entity/Q1047113
Q862597,8,musical form,overall structure or plan of a piece of music,Q19478619,http://wikidata.org/entity/Q862597
Q2001982,1,notation,system of symbols to represent facts or quantities,,http://wikidata.org/entity/Q2001982
Q11177771,2,artistic technique,method by which art is produced,,http://wikidata.org/entity/Q11177771
Q115211517,7,musical concept,type of artistic concept,,http://wikidata.org/entity/Q115211517
Q2188189,1,musical work,"generic term for any work of art related to music, i.e. songs, compositions, groups of compositions, sheet music, melodies, albums, musical films, etc.",Q116474095,http://wikidata.org/entity/Q2188189
Q2910675,1,unfinished creative work,creative work that has not been finished,,http://wikidata.org/entity/Q2910675
Q30142173,1,sign of authenticity,,,http://wikidata.org/entity/Q30142173
Q11341687,1,mark,medium of conveying meaning,,http://wikidata.org/entity/Q11341687
Q56055944,5,type of arts,"form of the arts distinguished by its medium of expression (e.g. literature, music, visual arts)",Q19478619,http://wikidata.org/entity/Q56055944
Q2267705,2,field of study,field of study leading to a specific degree,,http://wikidata.org/entity/Q2267705
Q188451,10,music genre,category that identifies pieces of music as belonging to a shared tradition or set of conventions,Q151885,http://wikidata.org/entity/Q188451
Q7777573,2,theatrical genre,division and subdivisions of various forms of theater,Q19478619,http://wikidata.org/entity/Q7777573
Q811102,1,type of building,Wikidata metaclass for building and architectural typology,Q5962346,http://wikidata.org/entity/Q811102
Q57821,1,fortification,military constructions and buildings designed for defense in warfare and military bases,,http://wikidata.org/entity/Q57821
Q96597597,1,castle courtyard,"inner courtyard of a castle, around which the different units are organized",Q391414,http://wikidata.org/entity/Q96597597
Q91165,1,keep,type of fortified tower built within castles during the Middle Ages by European nobility,Q811102,http://wikidata.org/entity/Q91165
Q57346,1,defensive wall,fortification used to protect an area from potential aggressors,,http://wikidata.org/entity/Q57346
Q107487333,4,type of musical work/composition,Wikidata metaclass,Q19478619,http://wikidata.org/entity/Q107487333
Q9730,2,classical music,broad tradition of Western art music,Q188451,http://wikidata.org/entity/Q9730
Q207628,6,composed musical work,"original piece or work of music, either vocal or instrumental",Q116474095,http://wikidata.org/entity/Q207628
Q115484611,2,music,"set of organized sounds considered melodic or, more generally, musical",,http://wikidata.org/entity/Q115484611
